code,num
01003,11.725067385444744
01015,11.898940505297473
01031,20.954907161803714
01033,21.925925925925927
01043,15.485564304461942
01047,31.092436974789916
01049,15.151515151515152
01073,15.89875242084403
01077,9.817495280050347
01081,3.04
01083,14.620568414884266
01087,11.529680365296803
01089,14.26526717557252
01095,22.975929978118163
01097,10.971887550200803
01101,15.250869349230005
01105,12.797619047619047
01107,5.2631578947368425
01109,10.463650371200448
01111,16.721311475409838
01113,13.333333333333334
01117,9.183673469387756
01119,7.8877713075701426
01121,32.0
01123,22.625215889464595
01125,21.894736842105264
02020,12.410926365795724
02090,12.229679343773304
02110,12.5
02122,25.28735632183908
02170,15.384615384615385
04003,7.167235494880546
04005,8.821358267716535
04013,12.636557393687202
04015,16.416309012875537
04019,9.408986048555422
04021,18.880351262349066
04025,15.53156146179402
04027,22.253521126760564
05005,7.788836001730853
05007,12.672064777327936
05009,16.706443914081145
05019,7.735191637630662
05027,15.772532188841202
05029,19.464285714285715
05031,6.755867514805878
05043,17.828200972447327
05045,7.8627808136004855
05051,14.536928487690504
05055,10.169491525423728
05057,10.869565217391305
05059,11.428571428571429
05063,9.738717339667458
05065,14.157303370786517
05067,18.932038834951456
05069,15.735294117647058
05071,12.76595744680851
05075,4.891304347826087
05093,12.0
05103,17.35159817351598
05107,11.428571428571429
05115,10.741410488245931
05119,12.87329916946457
05121,13.333333333333334
05123,28.07017543859649
05131,15.347137637028014
05139,21.982758620689655
05143,6.346446424690285
05145,6.62287903667214
06001,5.629266048009817
06007,9.212730318257956
06013,5.8901682905225865
06017,6.451612903225806
06019,10.974924097604857
06023,7.799915218312845
06029,10.447761194029852
06031,17.748917748917748
06035,19.736842105263158
06037,6.601127830885679
06041,12.204351939451277
06045,27.333333333333332
06047,3.9840637450199203
06053,8.854427213606803
06055,7.772020725388601
06059,10.108452326617549
06061,15.045592705167174
06063,11.557788944723619
06065,7.1778909639690625
06067,12.1199782844734
06071,7.208799842859949
06073,9.917096006485865
06075,4.989739712711956
06077,9.385937002863507
06079,5.311040078682075
06081,6.082589285714286
06083,6.319290465631929
06085,7.369677676084361
06087,5.055002619172342
06089,4.761904761904762
06093,19.77715877437326
06095,6.430446194225722
06097,7.125407166123779
06099,9.096837300293446
06101,0.6802721088435374
06107,17.929132187566307
06111,6.954944058058663
06113,2.247585601404741
06115,15.053763440860216
08001,11.050340439781225
08003,9.753787878787879
08005,8.818443804034581
08013,3.643647462800458
08014,15.838509316770187
08029,25.0
08031,8.447289302686452
08035,10.215264187866927
08041,17.698368036015758
08045,12.588235294117647
08051,6.021897810218978
08059,9.937995177402687
08067,10.240963855421686
08069,4.903370068679124
08071,15.034965034965035
08075,17.193675889328063
08077,11.08222294442639
08087,15.315315315315315
08089,20.0
08099,17.72151898734177
08101,13.324287652645861
08103,9.01639344262295
08123,8.16326530612245
09001,12.352855689580004
09003,10.087532023911187
09005,0.0
09007,5.118110236220472
09009,12.422426706612455
09011,9.53020134228188
09013,5.546357615894039
09015,5.784526391901663
10001,13.412017167381974
10003,7.907085875175974
10005,2.272727272727273
11001,8.51073817627039
12001,6.181408873464028
12005,15.414012738853502
12009,12.365131015584861
12011,9.93849938499385
12019,12.759643916913946
12021,10.88875809299588
12023,14.8
12031,9.624071663731721
12033,8.929577464788732
12055,12.962962962962964
12057,18.28938343114092
12063,6.486486486486487
12069,11.904761904761905
12071,10.049245921822099
12073,9.136372379303712
12081,13.02367941712204
12083,15.829941203075531
12085,0.0
12086,11.120781738339202
12087,14.84375
12091,15.468409586056644
12095,9.88820019695302
12097,11.650485436893204
12099,8.395537362549161
12101,10.331632653061224
12103,11.431473226880325
12105,12.067556524107873
12107,10.341463414634147
12109,3.9870689655172415
12111,17.083051991897367
12115,6.134969325153374
12117,14.39092356687898
12119,10.317460317460318
12127,10.399746862145344
13009,13.067712634186623
13021,9.346865280733343
13031,8.001255098839033
13045,11.95836873406967
13051,13.144468313641246
13057,14.161220043572985
13059,2.9684938991076306
13063,7.7911313717364274
13067,7.2652284263959395
13069,17.512953367875646
13073,0.0
13087,23.430962343096233
13089,8.17070946562101
13095,17.286834640413815
13105,13.839285714285714
13107,15.033783783783784
13115,13.630540609787342
13121,11.345989523349557
13127,7.151819322459222
13135,13.506863506863507
13137,8.656957928802589
13139,8.319327731092438
13153,21.454545454545453
13171,14.763779527559056
13175,11.11111111111111
13185,9.081580297588507
13209,17.359413202933986
13215,9.292791253843525
13223,16.49484536082474
13225,14.251592356687897
13243,15.686274509803921
13245,10.411686586985391
13247,15.950920245398773
13255,15.952380952380953
13261,5.668016194331984
13275,11.788617886178862
13277,11.157894736842104
13281,8.119760479041917
13285,11.957671957671957
13295,1.639344262295082
13303,21.656050955414013
13311,7.936507936507937
13313,12.117647058823529
15001,10.923694779116467
15003,7.930278194620801
15007,20.666666666666668
15009,22.857142857142858
16001,7.232757174022487
16005,7.644569816643159
16011,10.714285714285714
16019,17.857142857142858
16027,14.659149154279856
16031,31.86813186813187
16055,16.646634615384617
16057,5.8271411810715685
16065,3.787878787878788
16069,13.41653666146646
16083,15.464382326420198
17001,23.58218032537631
17005,4.2471042471042475
17019,6.492055610724925
17029,8.283838699593623
17031,10.373570157316234
17033,14.563106796116505
17037,9.573312645461598
17039,3.5369068541300526
17043,5.680373039423484
17057,16.286644951140065
17077,9.43796394485684
17081,11.643835616438356
17089,7.867549668874172
17091,9.75609756097561
17093,7.6923076923076925
17095,6.0661764705882355
17097,5.945303210463734
17099,9.35672514619883
17103,16.157205240174672
17105,15.217391304347826
17107,6.311207834602829
17109,8.401008120974517
17111,9.58904109589041
17113,8.904109589041095
17115,12.372881355932204
17117,10.222222222222221
17119,7.57149554617909
17121,13.167259786476869
17135,17.647058823529413
17137,6.779661016949152
17143,7.932203389830509
17157,0.0
17159,14.563106796116505
17161,7.79783393501805
17163,18.940443213296398
17167,12.18704738257811
17177,16.867469879518072
17179,7.5
17183,10.0
17185,9.67741935483871
17187,9.67741935483871
17191,9.090909090909092
17195,8.088235294117647
17197,6.104417670682731
17199,12.5
17201,10.950080515297907
17203,7.251908396946565
18003,14.1683482271548
18019,11.811023622047244
18035,4.7637795275590555
18039,2.694610778443114
18043,8.700629650829994
18049,16.923076923076923
18051,6.857142857142857
18053,5.478806907378336
18067,7.18562874251497
18069,5.120481927710843
18077,4.013377926421405
18081,5.629139072847682
18083,22.91220556745182
18085,3.480278422273782
18089,12.322969233273644
18095,7.97940797940798
18097,14.958596214511042
18105,4.002434941409223
18107,6.310679611650485
18127,4.117181314330958
18133,2.203856749311295
18139,2.0833333333333335
18141,5.058024961681629
18147,0.0
18151,7.359307359307359
18157,2.678083439606486
18163,6.058673469387755
18167,10.234938357757619
18169,3.1707317073170733
18177,7.764198418404026
19013,7.886718049829718
19017,6.666666666666667
19021,7.725321888412017
19033,15.358744394618833
19053,9.635416666666666
19057,19.318181818181817
19061,5.5491329479768785
19063,14.018691588785046
19065,9.111310592459605
19083,20.537897310513447
19087,6.790123456790123
19101,5.056179775280899
19103,2.7968036529680367
19105,8.695652173913043
19113,11.505633321952885
19123,12.338593974175035
19125,4.611650485436893
19127,18.808193668528865
19141,10.725552050473187
19153,12.238671036275285
19155,18.74694077337249
19157,2.4
19163,13.414782249641737
19167,3.248587570621469
19169,3.5938015166501813
19175,16.777041942604857
19179,18.975552968568103
19181,3.3333333333333335
19185,3.125
19187,21.752136752136753
19189,9.75609756097561
19191,10.161021654636313
19193,12.55278310940499
20001,15.682967959527824
20005,4.368932038834951
20009,13.900414937759336
20011,21.404109589041095
20015,17.335177501152604
20029,13.034623217922608
20035,6.152125279642058
20037,8.424507658643327
20043,17.560321715817693
20045,5.060696831152452
20051,6.61273302849103
20055,6.666666666666667
20057,13.270142180094787
20059,7.652399481193256
20079,7.901234567901234
20091,17.420691158835712
